id,inicio,fim,esporte,genero,fase,local1,local2,cidade
BV022,2016-08-12T23:00-03:00,2016-08-12T00:50-03:00,Vôlei de praia,Masculino e/ou Feminino,Oitavas de final,Arena de Vôlei de Praia,Av. Atlântica - Posto 2 - Copacabana, Rio de Janeiro
BV023,2016-08-13T11:00-03:00,2016-08-13T12:50-03:00,Vôlei de praia,Masculino e/ou Feminino,Oitavas de final,Arena de Vôlei de Praia,Av. Atlântica - Posto 2 - Copacabana, Rio de Janeiro
BV024,2016-08-13T15:00-03:00,2016-08-13T16:50-03:00,Vôlei de praia,Masculino e/ou Feminino,Oitavas de final,Arena de Vôlei de Praia,Av. Atlântica - Posto 2 - Copacabana, Rio de Janeiro
BV025,2016-08-13T19:00-03:00,2016-08-13T20:50-03:00,Vôlei de praia,Masculino e/ou Feminino,Oitavas de final,Arena de Vôlei de Praia,Av. Atlântica - Posto 2 - Copacabana, Rio de Janeiro
BV026,2016-08-13T23:00-03:00,2016-08-13T00:50-03:00,Vôlei de praia,Masculino e/ou Feminino,Oitavas de final,Arena de Vôlei de Praia,Av. Atlântica - Posto 2 - Copacabana, Rio de Janeiro
BV027,2016-08-14T16:00-03:00,2016-08-14T17:50-03:00,Vôlei de praia,Feminino,Quartas de final,Arena de Vôlei de Praia,Av. Atlântica - Posto 2 - Copacabana, Rio de Janeiro
BV028,2016-08-14T23:00-03:00,2016-08-14T00:50-03:00,Vôlei de praia,Feminino,Quartas de final,Arena de Vôlei de Praia,Av. Atlântica - Posto 2 - Copacabana, Rio de Janeiro
BV029,2016-08-15T16:00-03:00,2016-08-15T17:50-03:00,Vôlei de praia,Masculino,Quartas de final,Arena de Vôlei de Praia,Av. Atlântica - Posto 2 - Copacabana, Rio de Janeiro
BV030,2016-08-15T23:00-03:00,2016-08-15T00:50-03:00,Vôlei de praia,Masculino,Quartas de final,Arena de Vôlei de Praia,Av. Atlântica - Posto 2 - Copacabana, Rio de Janeiro
BV031,2016-08-16T16:00-03:00,2016-08-16T17:50-03:00,Vôlei de praia,Masculino e/ou Feminino,Semifinais,Arena de Vôlei de Praia,Av. Atlântica - Posto 2 - Copacabana, Rio de Janeiro
BV032,2016-08-16T23:00-03:00,2016-08-16T00:50-03:00,Vôlei de praia,Masculino e/ou Feminino,Semifinais,Arena de Vôlei de Praia,Av. Atlântica - Posto 2 - Copacabana, Rio de Janeiro
BV033,2016-08-17T22:00-03:00,2016-08-17T01:10-03:00,Vôlei de praia,Feminino,Bronze e Final,Arena de Vôlei de Praia,Av. Atlântica - Posto 2 - Copacabana, Rio de Janeiro
BV034,2016-08-18T22:00-03:00,2016-08-18T01:10-03:00,Vôlei de praia,Masculino,Bronze e Final,Arena de Vôlei de Praia,Av. Atlântica - Posto 2 - Copacabana, Rio de Janeiro
HB001,2016-08-06T09:30-03:00,2016-08-06T13:00-03:00,Handebol,Feminino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB002,2016-08-06T14:40-03:00,2016-08-06T18:10-03:00,Handebol,Feminino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB003,2016-08-06T19:50-03:00,2016-08-06T23:20-03:00,Handebol,Feminino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB004,2016-08-07T09:30-03:00,2016-08-07T13:00-03:00,Handebol,Masculino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB005,2016-08-07T14:40-03:00,2016-08-07T18:10-03:00,Handebol,Masculino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB006,2016-08-07T19:50-03:00,2016-08-07T23:20-03:00,Handebol,Masculino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB007,2016-08-08T09:30-03:00,2016-08-08T13:00-03:00,Handebol,Feminino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB008,2016-08-08T14:40-03:00,2016-08-08T18:10-03:00,Handebol,Feminino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB009,2016-08-08T19:50-03:00,2016-08-08T23:20-03:00,Handebol,Feminino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB010,2016-08-09T09:30-03:00,2016-08-09T13:00-03:00,Handebol,Masculino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB011,2016-08-09T14:40-03:00,2016-08-09T18:10-03:00,Handebol,Masculino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB012,2016-08-09T19:50-03:00,2016-08-09T23:20-03:00,Handebol,Masculino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB013,2016-08-10T09:30-03:00,2016-08-10T13:00-03:00,Handebol,Feminino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB014,2016-08-10T14:40-03:00,2016-08-10T18:10-03:00,Handebol,Feminino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB015,2016-08-10T19:50-03:00,2016-08-10T23:20-03:00,Handebol,Feminino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB016,2016-08-11T09:30-03:00,2016-08-11T13:00-03:00,Handebol,Masculino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB017,2016-08-11T14:40-03:00,2016-08-11T18:10-03:00,Handebol,Masculino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB018,2016-08-11T19:50-03:00,2016-08-11T23:20-03:00,Handebol,Masculino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB019,2016-08-12T09:30-03:00,2016-08-12T13:00-03:00,Handebol,Feminino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB020,2016-08-12T14:40-03:00,2016-08-12T18:10-03:00,Handebol,Feminino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB021,2016-08-12T19:50-03:00,2016-08-12T23:20-03:00,Handebol,Feminino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB022,2016-08-13T09:30-03:00,2016-08-13T13:00-03:00,Handebol,Masculino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB023,2016-08-13T14:40-03:00,2016-08-13T18:10-03:00,Handebol,Masculino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB024,2016-08-13T19:50-03:00,2016-08-13T23:20-03:00,Handebol,Masculino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB025,2016-08-14T09:30-03:00,2016-08-14T13:00-03:00,Handebol,Feminino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB026,2016-08-14T14:40-03:00,2016-08-14T18:10-03:00,Handebol,Feminino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB027,2016-08-14T19:50-03:00,2016-08-14T23:20-03:00,Handebol,Feminino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB028,2016-08-15T09:30-03:00,2016-08-15T13:00-03:00,Handebol,Masculino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB029,2016-08-15T14:40-03:00,2016-08-15T18:10-03:00,Handebol,Masculino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB030,2016-08-15T19:50-03:00,2016-08-15T23:20-03:00,Handebol,Masculino,Primeira fase,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB031,2016-08-16T10:00-03:00,2016-08-16T12:00-03:00,Handebol,Feminino,Quartas de final,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB032,2016-08-16T13:30-03:00,2016-08-16T15:30-03:00,Handebol,Feminino,Quartas de final,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB033,2016-08-16T17:00-03:00,2016-08-16T19:00-03:00,Handebol,Feminino,Quartas de final,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB034,2016-08-16T20:30-03:00,2016-08-16T22:30-03:00,Handebol,Feminino,Quartas de final,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB035,2016-08-17T10:00-03:00,2016-08-17T12:00-03:00,Handebol,Masculino,Quartas de final,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB036,2016-08-17T13:30-03:00,2016-08-17T15:30-03:00,Handebol,Masculino,Quartas de final,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB037,2016-08-17T17:00-03:00,2016-08-17T19:00-03:00,Handebol,Masculino,Quartas de final,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB038,2016-08-17T20:30-03:00,2016-08-17T22:30-03:00,Handebol,Masculino,Quartas de final,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB039,2016-08-18T15:30-03:00,2016-08-18T17:30-03:00,Handebol,Feminino,Semifinal,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB040,2016-08-18T20:30-03:00,2016-08-18T22:30-03:00,Handebol,Feminino,Semifinal,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB041,2016-08-19T15:30-03:00,2016-08-19T17:30-03:00,Handebol,Masculino,Semifinal,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB042,2016-08-19T20:30-03:00,2016-08-19T22:30-03:00,Handebol,Masculino,Semifinal,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB043,2016-08-20T11:30-03:00,2016-08-20T13:30-03:00,Handebol,Feminino,Bronze,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB044,2016-08-20T15:30-03:00,2016-08-20T17:45-03:00,Handebol,Feminino,Final,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB045,2016-08-21T10:30-03:00,2016-08-21T12:30-03:00,Handebol,Masculino,Bronze,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
HB046,2016-08-21T14:00-03:00,2016-08-21T16:15-03:00,Handebol,Masculino,Final,Arena do Futuro,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
FB006,2016-08-04T17:00-03:00,2016-08-04T22:00-03:00,Futebol,Masculino,primeira fase,Arena Fonte Nova,Ladeira Fonte das Pedras - Nazaré, Salvador
FB013,2016-08-07T13:00-03:00,2016-08-07T18:00-03:00,Futebol,Masculino,primeira fase,Arena Fonte Nova,Ladeira Fonte das Pedras - Nazaré, Salvador
FB016,2016-08-09T16:00-03:00,2016-08-09T21:00-03:00,Futebol,Feminino,primeira fase,Arena Fonte Nova,Ladeira Fonte das Pedras - Nazaré, Salvador
FB021,2016-08-10T19:00-03:00,2016-08-10T00:00-03:00,Futebol,Masculino,primeira fase,Arena Fonte Nova,Ladeira Fonte das Pedras - Nazaré, Salvador
FB024,2016-08-12T16:00-03:00,2016-08-12T18:00-03:00,Futebol,Feminino,quarta de final,Arena Fonte Nova,Ladeira Fonte das Pedras - Nazaré, Salvador
FB028,2016-08-13T16:00-03:00,2016-08-13T18:00-03:00,Futebol,Masculino,quarta de final,Arena Fonte Nova,Ladeira Fonte das Pedras - Nazaré, Salvador
GA001,2016-08-06T10:30-03:00,2016-08-06T13:00-03:00,Ginástica artística,Masculino,Classificatória,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GA002,2016-08-06T14:30-03:00,2016-08-06T17:00-03:00,Ginástica artística,Masculino,Classificatória,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GA003,2016-08-06T18:30-03:00,2016-08-06T21:00-03:00,Ginástica artística,Masculino,Classificatória,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GA004,2016-08-07T09:45-03:00,2016-08-07T13:00-03:00,Ginástica artística,Feminino,Classificatória,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GA005,2016-08-07T14:30-03:00,2016-08-07T16:00-03:00,Ginástica artística,Feminino,Classificatória,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GA006,2016-08-07T17:30-03:00,2016-08-07T19:00-03:00,Ginástica artística,Feminino,Classificatória,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GA007,2016-08-07T20:30-03:00,2016-08-07T22:00-03:00,Ginástica artística,Feminino,Classificatória,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GA008,2016-08-08T16:00-03:00,2016-08-08T19:00-03:00,Ginástica artística,Competição por Equipes masculina,Final,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GA009,2016-08-09T16:00-03:00,2016-08-09T18:15-03:00,Ginástica artística,Competição por Equipes feminina,Final,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GA010,2016-08-10T16:00-03:00,2016-08-10T18:45-03:00,Ginástica artística,Competição Individual Geral masculina,Final,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GA011,2016-08-11T16:00-03:00,2016-08-11T18:10-03:00,Ginástica artística,Competição Individual Geral feminina,Final,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GT001,2016-08-12T14:00-03:00,2016-08-12T16:30-03:00,Ginástica de trampolim,Rotina classificatória feminina,Final,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GT002,2016-08-13T14:00-03:00,2016-08-13T16:30-03:00,Ginástica de trampolim,Rotina classificatória masculina,Final,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GA012,2016-08-14T14:00-03:00,2016-08-14T17:00-03:00,Ginástica artística,Masculino e Feminino,Finais de aparelhos,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GA013,2016-08-15T14:00-03:00,2016-08-15T16:25-03:00,Ginástica artística,Masculino e Feminino,Finais de aparelhos,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GA014,2016-08-16T14:00-03:00,2016-08-16T16:15-03:00,Ginástica artística,Masculino e Feminino,Finais de aparelhos,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GR001,2016-08-19T10:20-03:00,2016-08-19T13:20-03:00,Ginástica rítmica,Competição individual geral feminina,Classificatórias,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GR002,2016-08-19T14:50-03:00,2016-08-19T17:50-03:00,Ginástica rítmica,Competição individual geral feminina,Classificatórias,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GR003,2016-08-20T10:00-03:00,2016-08-20T11:10-03:00,Ginástica rítmica,Competição por equipes femininas,Classificatórias,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GR004,2016-08-20T12:40-03:00,2016-08-20T13:50-03:00,Ginástica rítmica,Competição por equipes femininas,Classificatórias,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GR005,2016-08-20T15:20-03:00,2016-08-20T17:45-03:00,Ginástica rítmica,Competição individual geral feminina,Final,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
GR006,2016-08-21T11:00-03:00,2016-08-21T12:45-03:00,Ginástica rítmica,Competição por equipes femininas,Final,Arena Olímpica do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE032,2016-08-13T12:00-03:00,2016-08-13T20:00-03:00,Tênis,Duplas femininas,Bronze; Duplas mistas,Centro Olímpico de Tênis - Quadra 1,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE031,2016-08-13T12:00-03:00,2016-08-13T20:00-03:00,Tênis,Simples masculino,Bronze; Simples feminino,Final
BD016,2016-08-16T17:30-03:00,2016-08-16T23:00-03:00,Badminton,Simples feminino,Bronze; Quartas; Duplas mistas,Riocentro - Pavilhão 4,Av. Salvador Allende 6.555 - Barra da Tijuca, Rio de Janeiro
FE008,2016-08-09T16:00-03:00,2016-08-09T18:30-03:00,Esgrima,Espada Individual masculina,Semifinais,Bronze e Finais
FE002,2016-08-06T16:00-03:00,2016-08-06T18:30-03:00,Esgrima,Espada Individual feminina,Semifinais,Bronze e Final
RU006,2016-08-08T17:30-03:00,2016-08-08T20:00-03:00,Rugby,Feminino,Disputa 5°-8º,Bronze e Final
RU012,2016-08-11T17:30-03:00,2016-08-11T20:00-03:00,Rugby,Masculino,Disputa 5°-8º,Bronze e Final
BD018,2016-08-18T08:30-03:00,2016-08-18T13:30-03:00,Badminton,Simples feminino,Bronze e Final; Semifinais; Duplas,Riocentro - Pavilhão 4,Av. Salvador Allende 6.555 - Barra da Tijuca, Rio de Janeiro
GO001,2016-08-11T07:30-03:00,2016-08-11T16:00-03:00,Golfe,Masculino,Volta 1,Campo Olímpico de Golfe,Av. das Américas 10.033 - Barra da Tijuca, Rio de Janeiro
GO002,2016-08-12T07:30-03:00,2016-08-12T16:00-03:00,Golfe,Masculino,Volta 2,Campo Olímpico de Golfe,Av. das Américas 10.033 - Barra da Tijuca, Rio de Janeiro
GO003,2016-08-13T07:30-03:00,2016-08-13T16:00-03:00,Golfe,Masculino,Volta 3,Campo Olímpico de Golfe,Av. das Américas 10.033 - Barra da Tijuca, Rio de Janeiro
GO004,2016-08-14T07:00-03:00,2016-08-14T15:50-03:00,Golfe,Masculino,Volta final,Campo Olímpico de Golfe,Av. das Américas 10.033 - Barra da Tijuca, Rio de Janeiro
GO005,2016-08-17T07:30-03:00,2016-08-17T16:00-03:00,Golfe,Feminino,Volta 1,Campo Olímpico de Golfe,Av. das Américas 10.033 - Barra da Tijuca, Rio de Janeiro
GO006,2016-08-18T07:30-03:00,2016-08-18T16:00-03:00,Golfe,Feminino,Volta 2,Campo Olímpico de Golfe,Av. das Américas 10.033 - Barra da Tijuca, Rio de Janeiro
GO007,2016-08-19T07:30-03:00,2016-08-19T16:00-03:00,Golfe,Feminino,Volta 3,Campo Olímpico de Golfe,Av. das Américas 10.033 - Barra da Tijuca, Rio de Janeiro
GO008,2016-08-20T07:00-03:00,2016-08-20T15:50-03:00,Golfe,Feminino,Volta final,Campo Olímpico de Golfe,Av. das Américas 10.033 - Barra da Tijuca, Rio de Janeiro
WP001,2016-08-06T09:00-03:00,2016-08-06T14:20-03:00,Polo aquático,Masculino,Primeira fase,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
WP003,2016-08-06T19:30-03:00,2016-08-06T22:10-03:00,Polo aquático,Masculino,Primeira fase,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
DV001,2016-08-07T16:00-03:00,2016-08-07T17:15-03:00,Saltos ornamentais,Sincronizado Trampolim 3m feminino,Final,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
WP004,2016-08-08T09:00-03:00,2016-08-08T14:20-03:00,Polo aquático,Masculino,Primeira fase,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
DV002,2016-08-08T16:00-03:00,2016-08-08T17:15-03:00,Saltos ornamentais,Sincronizado Plataforma 10m masculino,Final,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
WP006,2016-08-08T19:30-03:00,2016-08-08T22:10-03:00,Polo aquático,Masculino,Primeira fase,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
WP007,2016-08-09T09:00-03:00,2016-08-09T14:20-03:00,Polo aquático,Feminino,Primeira fase,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
DV003,2016-08-09T16:00-03:00,2016-08-09T17:15-03:00,Saltos ornamentais,Sincronizado Plataforma 10m feminino,Final,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
WP009,2016-08-10T09:00-03:00,2016-08-10T14:20-03:00,Polo aquático,Masculino,Primeira fase,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
DV004,2016-08-10T16:00-03:00,2016-08-10T17:15-03:00,Saltos ornamentais,Sincronizado Trampolim 3m masculino,Final,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
WP011,2016-08-10T19:30-03:00,2016-08-10T22:10-03:00,Polo aquático,Masculino,Primeira fase,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
WP012,2016-08-11T09:00-03:00,2016-08-11T14:20-03:00,Polo aquático,Feminino,Primeira fase,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
WP014,2016-08-12T09:00-03:00,2016-08-12T13:00-03:00,Polo aquático,Masculino,Primeira fase,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
DV005,2016-08-12T15:30-03:00,2016-08-12T18:30-03:00,Saltos ornamentais,Trampolim 3m feminino,Preliminar,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
WP016,2016-08-12T19:30-03:00,2016-08-12T23:30-03:00,Polo aquático,Masculino,Primeira fase,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
WP017,2016-08-13T09:00-03:00,2016-08-13T14:20-03:00,Polo aquático,Feminino,Primeira fase,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
DV006,2016-08-13T16:00-03:00,2016-08-13T17:40-03:00,Saltos ornamentais,Trampolim 3m feminino,Semifinal,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
SY001,2016-08-14T11:00-03:00,2016-08-14T13:15-03:00,Nado sincronizado,Feminino,Dueto Rotina Livre,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
DV007,2016-08-14T16:00-03:00,2016-08-14T17:30-03:00,Saltos ornamentais,Trampolim 3m feminino,Final,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
SY002,2016-08-15T11:00-03:00,2016-08-15T13:15-03:00,Nado sincronizado,Feminino,Dueto Rotina Técnica,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
DV008,2016-08-15T15:15-03:00,2016-08-15T18:45-03:00,Saltos ornamentais,Trampolim 3m masculino,Preliminar,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
DV009,2016-08-16T10:00-03:00,2016-08-16T11:50-03:00,Saltos ornamentais,Trampolim 3m masculino,Semifinal,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
SY003,2016-08-16T14:00-03:00,2016-08-16T15:30-03:00,Nado sincronizado,Feminino,Dueto Rotina Livre Final,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
DV010,2016-08-16T18:00-03:00,2016-08-16T20:00-03:00,Saltos ornamentais,Trampolim 3m masculino,Final,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
DV011,2016-08-17T15:00-03:00,2016-08-17T18:10-03:00,Saltos ornamentais,Plataforma 10m feminino,Preliminar,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
DV012,2016-08-18T10:00-03:00,2016-08-18T11:30-03:00,Saltos ornamentais,Plataforma 10m feminino,Semifinal,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
SY004,2016-08-18T13:00-03:00,2016-08-18T13:50-03:00,Nado sincronizado,Feminino,Rotina Técnica por Equipes,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
DV013,2016-08-18T16:00-03:00,2016-08-18T17:30-03:00,Saltos ornamentais,Plataforma 10m feminino,Final,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
SY005,2016-08-19T12:00-03:00,2016-08-19T13:30-03:00,Nado sincronizado,Feminino,Rotina Livre por Equipes,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
