id,inicio,fim,esporte,genero,fase,local1,local2,cidade
DV014,2016-08-19T16:00-03:00,2016-08-19T19:10-03:00,Saltos ornamentais,Plataforma 10m masculino,Preliminar,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
DV015,2016-08-20T11:00-03:00,2016-08-20T12:50-03:00,Saltos ornamentais,Plataforma 10m masculino,Semifinal,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
DV016,2016-08-20T16:30-03:00,2016-08-20T18:10-03:00,Saltos ornamentais,Plataforma 10m masculino,Final,Centro Aquático Maria Lenk,Av. Embaixador Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
CM001,2016-08-20T12:30-03:00,2016-08-20T14:30-03:00,Ciclismo mountain bike,Cross-country feminino,Final,Centro de Mountain Bike,Estrada Marechal Alencastro 1.357 -  Vila Militar, Rio de Janeiro
CM002,2016-08-21T12:30-03:00,2016-08-21T14:30-03:00,Ciclismo mountain bike,Cross-country masculino,Final,Centro de Mountain Bike,Estrada Marechal Alencastro 1.357 -  Vila Militar, Rio de Janeiro
CB001,2016-08-17T13:30-03:00,2016-08-17T15:25-03:00,Ciclismo BMX,Masculino e Feminino,Volta Classificatória,Centro Olímpico de BMX,Estrada Marechal Alencastro 1.357 -  Vila Militar, Rio de Janeiro
CB002,2016-08-18T13:30-03:00,2016-08-18T14:35-03:00,Ciclismo BMX,Masculino,Quartas,Centro Olímpico de BMX,Estrada Marechal Alencastro 1.357 -  Vila Militar, Rio de Janeiro
CB003,2016-08-19T13:30-03:00,2016-08-19T15:45-03:00,Ciclismo BMX,Masculino e Feminino,Semifinais e Finais,Centro Olímpico de BMX,Estrada Marechal Alencastro 1.357 -  Vila Militar, Rio de Janeiro
EC001,2016-08-06T10:00-03:00,2016-08-06T16:05-03:00,Hipismo CCE,CCE Adestramento Individual e por Equipes,,Centro Olímpico de Hipismo,Av. Duque de Caxias 2.660 -  Vila Militar, Rio de Janeiro
EC002,2016-08-07T10:00-03:00,2016-08-07T15:55-03:00,Hipismo CCE,CCE Adestramento Individual e por Equipes,,Centro Olímpico de Hipismo,Av. Duque de Caxias 2.660 -  Vila Militar, Rio de Janeiro
EC004,2016-08-09T10:00-03:00,2016-08-09T15:25-03:00,Hipismo CCE,CCE Saltos Individual e por Equipes,Final,Centro Olímpico de Hipismo,Av. Duque de Caxias 2.660 -  Vila Militar, Rio de Janeiro
ED001,2016-08-10T10:00-03:00,2016-08-10T16:00-03:00,Hipismo adestramento,Adestramento por Equipes,Preliminares,Centro Olímpico de Hipismo,Av. Duque de Caxias 2.660 -  Vila Militar, Rio de Janeiro
ED002,2016-08-11T10:00-03:00,2016-08-11T16:00-03:00,Hipismo adestramento,Adestramento por Equipes,Preliminares,Centro Olímpico de Hipismo,Av. Duque de Caxias 2.660 -  Vila Militar, Rio de Janeiro
ED003,2016-08-12T10:00-03:00,2016-08-12T16:40-03:00,Hipismo adestramento,Adestramento por Equipes,Finais,Centro Olímpico de Hipismo,Av. Duque de Caxias 2.660 -  Vila Militar, Rio de Janeiro
ES001,2016-08-14T10:00-03:00,2016-08-14T13:40-03:00,Hipismo saltos,Salto Individual,Classificatória,Centro Olímpico de Hipismo,Av. Duque de Caxias 2.660 -  Vila Militar, Rio de Janeiro
ED004,2016-08-15T10:00-03:00,2016-08-15T13:50-03:00,Hipismo adestramento,Adestramento Individual,Finais,Centro Olímpico de Hipismo,Av. Duque de Caxias 2.660 -  Vila Militar, Rio de Janeiro
ES002,2016-08-16T10:00-03:00,2016-08-16T13:30-03:00,Hipismo saltos,Saltos por Equipes,Classificatória,Centro Olímpico de Hipismo,Av. Duque de Caxias 2.660 -  Vila Militar, Rio de Janeiro
ES003,2016-08-17T10:00-03:00,2016-08-17T12:45-03:00,Hipismo saltos,Saltos por Equipes,Final,Centro Olímpico de Hipismo,Av. Duque de Caxias 2.660 -  Vila Militar, Rio de Janeiro
ES004,2016-08-19T10:00-03:00,2016-08-19T14:40-03:00,Hipismo saltos,Salto Individual,Final,Centro Olímpico de Hipismo,Av. Duque de Caxias 2.660 -  Vila Militar, Rio de Janeiro
HO001,2016-08-06T10:00-03:00,2016-08-06T14:15-03:00,Hóquei sobre grama,Masculino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO002,2016-08-06T11:00-03:00,2016-08-06T15:15-03:00,Hóquei sobre grama,Masculino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO003,2016-08-06T17:00-03:00,2016-08-06T21:15-03:00,Hóquei sobre grama,Feminino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO004,2016-08-06T18:00-03:00,2016-08-06T22:15-03:00,Hóquei sobre grama,Masculino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO005,2016-08-07T10:00-03:00,2016-08-07T14:15-03:00,Hóquei sobre grama,Feminino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO006,2016-08-07T11:00-03:00,2016-08-07T15:15-03:00,Hóquei sobre grama,Feminino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO007,2016-08-07T17:00-03:00,2016-08-07T21:15-03:00,Hóquei sobre grama,Masculino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO008,2016-08-07T18:00-03:00,2016-08-07T22:15-03:00,Hóquei sobre grama,Masculino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO009,2016-08-08T10:00-03:00,2016-08-08T14:15-03:00,Hóquei sobre grama,Masculino e Feminino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO010,2016-08-08T11:00-03:00,2016-08-08T15:15-03:00,Hóquei sobre grama,Masculino e Feminino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO011,2016-08-08T17:00-03:00,2016-08-08T21:15-03:00,Hóquei sobre grama,Feminino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO012,2016-08-08T18:00-03:00,2016-08-08T22:15-03:00,Hóquei sobre grama,Feminino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO013,2016-08-09T10:00-03:00,2016-08-09T14:15-03:00,Hóquei sobre grama,Masculino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO014,2016-08-09T11:00-03:00,2016-08-09T15:15-03:00,Hóquei sobre grama,Masculino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO015,2016-08-09T18:00-03:00,2016-08-09T22:15-03:00,Hóquei sobre grama,Masculino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO016,2016-08-10T10:00-03:00,2016-08-10T14:15-03:00,Hóquei sobre grama,Feminino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO017,2016-08-10T11:00-03:00,2016-08-10T15:15-03:00,Hóquei sobre grama,Feminino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO018,2016-08-10T17:00-03:00,2016-08-10T21:15-03:00,Hóquei sobre grama,Masculino e Feminino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO019,2016-08-10T18:00-03:00,2016-08-10T22:15-03:00,Hóquei sobre grama,Masculino e Feminino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO020,2016-08-11T10:00-03:00,2016-08-11T14:15-03:00,Hóquei sobre grama,Masculino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO021,2016-08-11T11:00-03:00,2016-08-11T15:15-03:00,Hóquei sobre grama,Masculino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO022,2016-08-11T17:00-03:00,2016-08-11T21:15-03:00,Hóquei sobre grama,Feminino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO023,2016-08-11T18:00-03:00,2016-08-11T22:15-03:00,Hóquei sobre grama,Feminino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO024,2016-08-12T10:00-03:00,2016-08-12T14:15-03:00,Hóquei sobre grama,Masculino e Feminino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO025,2016-08-12T11:00-03:00,2016-08-12T15:15-03:00,Hóquei sobre grama,Masculino e Feminino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO026,2016-08-12T17:00-03:00,2016-08-12T21:15-03:00,Hóquei sobre grama,Masculino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO027,2016-08-12T18:00-03:00,2016-08-12T22:15-03:00,Hóquei sobre grama,Masculino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO028,2016-08-13T10:00-03:00,2016-08-13T14:15-03:00,Hóquei sobre grama,Feminino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO029,2016-08-13T17:00-03:00,2016-08-13T21:15-03:00,Hóquei sobre grama,Feminino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO030,2016-08-13T18:00-03:00,2016-08-13T22:15-03:00,Hóquei sobre grama,Feminino,Fase de grupos,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO031,2016-08-14T10:00-03:00,2016-08-14T14:45-03:00,Hóquei sobre grama,Masculino,Quartas de final,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO032,2016-08-14T18:00-03:00,2016-08-14T22:45-03:00,Hóquei sobre grama,Masculino,Quartas de final,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO033,2016-08-15T10:00-03:00,2016-08-15T14:45-03:00,Hóquei sobre grama,Feminino,Quartas de final,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO034,2016-08-15T18:00-03:00,2016-08-15T22:45-03:00,Hóquei sobre grama,Feminino,Quartas de final,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO035,2016-08-16T12:00-03:00,2016-08-16T14:15-03:00,Hóquei sobre grama,Masculino,Semifinais,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO036,2016-08-16T17:00-03:00,2016-08-16T19:15-03:00,Hóquei sobre grama,Masculino,Semifinais,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO037,2016-08-17T12:00-03:00,2016-08-17T14:15-03:00,Hóquei sobre grama,Feminino,Semifinais,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO038,2016-08-17T17:00-03:00,2016-08-17T19:15-03:00,Hóquei sobre grama,Feminino,Semifinais,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO039,2016-08-18T12:00-03:00,2016-08-18T14:15-03:00,Hóquei sobre grama,Masculino,Bronze,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO040,2016-08-18T17:00-03:00,2016-08-18T19:30-03:00,Hóquei sobre grama,Masculino,Final,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO041,2016-08-19T12:00-03:00,2016-08-19T14:45-03:00,Hóquei sobre grama,Feminino,Bronze,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
HO042,2016-08-19T17:00-03:00,2016-08-19T19:30-03:00,Hóquei sobre grama,Feminino,Final,Centro Olímpico de Hóquei,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
TE001,2016-08-06T10:45-03:00,2016-08-06T16:30-03:00,Tênis,Masculino e Feminino,Simples e duplas,Centro Olímpico de Tênis - Quadra Central,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE002,2016-08-06T11:00-03:00,2016-08-06T20:00-03:00,Tênis,Masculino e Feminino,Simples e duplas,Centro Olímpico de Tênis - Quadra 1,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE003,2016-08-06T11:00-03:00,2016-08-06T20:00-03:00,Tênis,Masculino e Feminino,Simples e duplas,Centro Olímpico de Tênis - Quadra 2,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE004,2016-08-06T11:00-03:00,2016-08-06T20:00-03:00,Tênis,Masculino e Feminino,Simples e duplas,Centro Olímpico de Tênis - Quadras 3-9,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE005,2016-08-06T18:45-03:00,2016-08-06T23:00-03:00,Tênis,Masculino e Feminino,Simples e duplas,Centro Olímpico de Tênis - Quadra Central,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE006,2016-08-07T10:45-03:00,2016-08-07T16:30-03:00,Tênis,Masculino e Feminino,Simples e duplas,Centro Olímpico de Tênis - Quadra Central,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE007,2016-08-07T11:00-03:00,2016-08-07T20:00-03:00,Tênis,Masculino e Feminino,Simples e duplas,Centro Olímpico de Tênis - Quadra 1,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE008,2016-08-07T11:00-03:00,2016-08-07T20:00-03:00,Tênis,Masculino e Feminino,Simples e duplas,Centro Olímpico de Tênis - Quadra 2,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE009,2016-08-07T11:00-03:00,2016-08-07T20:00-03:00,Tênis,Masculino e Feminino,Simples e duplas,Centro Olímpico de Tênis - Quadras 3-9,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE010,2016-08-07T18:45-03:00,2016-08-07T23:00-03:00,Tênis,Masculino e Feminino,Simples e duplas,Centro Olímpico de Tênis - Quadra Central,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE011,2016-08-08T10:45-03:00,2016-08-08T16:30-03:00,Tênis,Masculino e Feminino,Simples e duplas,Centro Olímpico de Tênis - Quadra Central,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE012,2016-08-08T11:00-03:00,2016-08-08T20:00-03:00,Tênis,Masculino e Feminino,Simples e duplas,Centro Olímpico de Tênis - Quadra 1,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE013,2016-08-08T11:00-03:00,2016-08-08T20:00-03:00,Tênis,Masculino e Feminino,Simples e duplas,Centro Olímpico de Tênis - Quadra 2,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE014,2016-08-08T11:00-03:00,2016-08-08T20:00-03:00,Tênis,Masculino e Feminino,Simples e duplas,Centro Olímpico de Tênis - Quadras 3-9,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE015,2016-08-08T18:45-03:00,2016-08-08T23:00-03:00,Tênis,Masculino e Feminino,Simples e duplas,Centro Olímpico de Tênis - Quadra Central,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE016,2016-08-09T10:45-03:00,2016-08-09T16:30-03:00,Tênis,Masculino e Feminino,Simples 2° e 3° rodadas; Duplas QF,Centro Olímpico de Tênis - Quadra Central,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE018,2016-08-09T11:00-03:00,2016-08-09T20:00-03:00,Tênis,Masculino e Feminino,Simples 2° e 3° rodadas; Duplas QF,Centro Olímpico de Tênis - Quadra 2,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE017,2016-08-09T11:00-03:00,2016-08-09T20:00-03:00,Tênis,Masculino e Feminino,Simples 2° e 3° rodadas; Duplas QF,Centro Olímpico de Tênis - Quadra 1,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE019,2016-08-09T11:00-03:00,2016-08-09T20:00-03:00,Tênis,Masculino e Feminino,Simples 2° e 3° rodadas; Duplas QF,Centro Olímpico de Tênis - Quadras 3-9,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE020,2016-08-09T18:45-03:00,2016-08-09T23:00-03:00,Tênis,Masculino e Feminino,Simples 2° e 3° rodadas; Duplas QF,Centro Olímpico de Tênis - Quadra Central,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE024,2016-08-10T11:00-03:00,2016-08-10T20:00-03:00,Tênis,Masculino,Simples 3° rodada; Duplas mistas 1° rodada,Centro Olímpico de Tênis - Quadras 3-9,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
SH001,2016-08-06T08:30-03:00,2016-08-06T16:30-03:00,Tiro esportivo,Masculino e Feminino,Classificatórias e Finais,Centro Olímpico de Tiro,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
SH010,2016-08-06T10:30-03:00,2016-08-06T11:30-03:00,Tiro esportivo,Feminino,Final,Centro Olímpico de Tiro,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
SH011,2016-08-06T15:30-03:00,2016-08-06T16:30-03:00,Tiro esportivo,Masculino,Final,Centro Olímpico de Tiro,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
SH002,2016-08-07T09:00-03:00,2016-08-07T16:30-03:00,Tiro esportivo,Masculino e Feminino,Classificatórias e Finais,Centro Olímpico de Tiro,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
SH003,2016-08-08T09:00-03:00,2016-08-08T16:30-03:00,Tiro esportivo,Masculino,Classificatórias e Finais,Centro Olímpico de Tiro,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
SH004,2016-08-09T09:00-03:00,2016-08-09T16:45-03:00,Tiro esportivo,Feminino,Classificatórias e Finais,Centro Olímpico de Tiro,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
SH012,2016-08-09T15:30-03:00,2016-08-09T16:45-03:00,Tiro esportivo,Feminino,Final,Centro Olímpico de Tiro,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
SH005,2016-08-10T09:00-03:00,2016-08-10T16:30-03:00,Tiro esportivo,Masculino,Classificatórias e Finais,Centro Olímpico de Tiro,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
SH006,2016-08-11T09:00-03:00,2016-08-11T13:30-03:00,Tiro esportivo,Feminino,Classificatórias e Finais,Centro Olímpico de Tiro,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
SH013,2016-08-11T12:00-03:00,2016-08-11T13:30-03:00,Tiro esportivo,Feminino,Final,Centro Olímpico de Tiro,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
SH007,2016-08-12T09:00-03:00,2016-08-12T16:30-03:00,Tiro esportivo,Masculino e feminino,Classificatórias e Finais,Centro Olímpico de Tiro,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
SH008,2016-08-13T09:00-03:00,2016-08-13T16:30-03:00,Tiro esportivo,Masculino,Classificatórias e Finais,Centro Olímpico de Tiro,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
SH009,2016-08-14T09:00-03:00,2016-08-14T14:30-03:00,Tiro esportivo,Masculino,Classificatórias e Finais,Centro Olímpico de Tiro,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
SH014,2016-08-14T13:00-03:00,2016-08-14T14:30-03:00,Tiro esportivo,Masculino,Final,Centro Olímpico de Tiro,Av. Duque de Caxias 2.020 - Vila Militar, Rio de Janeiro
CT007,2016-08-15T16:00-03:00,2016-08-15T18:45-03:00,Ciclismo de pista,Masculino,Classific. e Finais; Feminino,Classific.,Velódromo Olímpico do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
CT004,2016-08-13T16:00-03:00,2016-08-13T18:25-03:00,Ciclismo de pista,Masculino,Quartas e Semis; Feminino,Classific. e Final,Velódromo Olímpico do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
CT008,2016-08-16T10:00-03:00,2016-08-16T11:50-03:00,Ciclismo de pista,Masculino,Classific.; Feminino,Classific. e Quartas,Velódromo Olímpico do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
CT005,2016-08-14T16:00-03:00,2016-08-14T20:00-03:00,Ciclismo de pista,Masculino,Finais; Feminino,Classificatórias e Repescagem,Velódromo Olímpico do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
CT003,2016-08-13T10:00-03:00,2016-08-13T11:40-03:00,Ciclismo de pista,Masculino,Oitavas; Feminino,Classificatórias e Semis,Velódromo Olímpico do Rio,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
TE027,2016-08-11T12:00-03:00,2016-08-11T20:00-03:00,Tênis,Masculino e Feminino,Simples QF,Duplas QF e Semifinais
TE026,2016-08-11T12:00-03:00,2016-08-11T20:00-03:00,Tênis,Masculino e Feminino,Simples QF e SF,Duplas QF e SF
SW001,2016-08-06T13:00-03:00,2016-08-06T15:20-03:00,Natação,Masculino e Feminino,Eliminatórias,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
SW002,2016-08-06T22:00-03:00,2016-08-06T23:55-03:00,Natação,Masculino e Feminino,Semifinais e Finais,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
SW003,2016-08-07T13:00-03:00,2016-08-07T15:30-03:00,Natação,Masculino e Feminino,Eliminatórias,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
SW004,2016-08-07T22:00-03:00,2016-08-07T00:25-03:00,Natação,Masculino e Feminino,Semifinais e Finais,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
SW005,2016-08-08T13:00-03:00,2016-08-08T14:25-03:00,Natação,Masculino e Feminino,Eliminatórias,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
SW006,2016-08-08T22:00-03:00,2016-08-08T00:00-03:00,Natação,Masculino e Feminino,Semifinais e Finais,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
SW007,2016-08-09T13:00-03:00,2016-08-09T14:45-03:00,Natação,Masculino e Feminino,Eliminatórias,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
SW008,2016-08-09T22:00-03:00,2016-08-09T00:10-03:00,Natação,Masculino e Feminino,Semifinais e Finais,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
SW009,2016-08-10T13:00-03:00,2016-08-10T15:00-03:00,Natação,Masculino e Feminino,Eliminatórias,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
SW010,2016-08-10T22:00-03:00,2016-08-10T00:30-03:00,Natação,Masculino e Feminino,Semifinais e Finais,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
SW011,2016-08-11T13:00-03:00,2016-08-11T16:00-03:00,Natação,Masculino e Feminino,Eliminatórias,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
SW012,2016-08-11T22:00-03:00,2016-08-11T23:55-03:00,Natação,Masculino e Feminino,Semifinais e Finais,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
SW013,2016-08-12T13:00-03:00,2016-08-12T15:35-03:00,Natação,Masculino e Feminino,Eliminatórias,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
SW014,2016-08-12T22:00-03:00,2016-08-12T23:30-03:00,Natação,Masculino e Feminino,Semifinais e Finais,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
SW015,2016-08-13T22:00-03:00,2016-08-13T23:40-03:00,Natação,Masculino e Feminino,Finais,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
WP019,2016-08-14T12:50-03:00,2016-08-14T18:10-03:00,Polo aquático,Masculino,Primeira fase,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
WP020,2016-08-14T19:30-03:00,2016-08-14T22:10-03:00,Polo aquático,Masculino,Primeira fase,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
WP022,2016-08-15T14:10-03:00,2016-08-15T16:50-03:00,Polo aquático,Feminino,Quartas de final,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
WP023,2016-08-15T18:20-03:00,2016-08-15T21:00-03:00,Polo aquático,Feminino,Quartas de final,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
WP024,2016-08-16T11:00-03:00,2016-08-16T13:40-03:00,Polo aquático,Masculino,Quartas de final,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
WP025,2016-08-16T15:10-03:00,2016-08-16T17:50-03:00,Polo aquático,Masculino,Quartas de final,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
WP026,2016-08-17T11:00-03:00,2016-08-17T13:40-03:00,Polo aquático,Feminino,Classificação e Semifinal,Estádio Aquático Olímpico,Av. Emb. Abelardo Bueno 3.401 - Barra da Tijuca, Rio de Janeiro
