id,data,hora_inicio,hora_fim,esporte,fase
MP001,18/08/2016,10:00,13:00,Pentatlo moderno,Feminino - Prova classificatória de Esgrima
DV012,18/08/2016,10:00,11:30,Saltos ornamentais,Plataforma 10m feminino - Semifinal
WP028,18/08/2016,11:00,13:40,Polo aquático,Masculino - Classificação e Semifinal
TR001,18/08/2016,11:00,13:15,Triatlo,Masculino - Final
HO039,18/08/2016,12:00,14:15,Hóquei sobre grama,Masculino - Bronze
SY004,18/08/2016,13:00,13:50,Nado sincronizado,Feminino - Rotina Técnica por Equipes
VO039,18/08/2016,13:00,15:00,Voleibol,Feminino - Semifinais
SA011,18/08/2016,13:00,16:45,Vela,Masculino e Feminino - Regatas das Medalhas
CB002,18/08/2016,13:30,14:35,Ciclismo BMX,Masculino - Quartas
BX024,18/08/2016,14:00,16:00,Boxe,Masculino e Feminino - Semifinais e Final
MP002,18/08/2016,14:30,17:30,Pentatlo moderno,Masculino - Prova classificatória de Esgrima
BK057,18/08/2016,15:00,17:00,Basquetebol,Feminino - Semifinal
TK005,18/08/2016,15:00,18:00,Taekwondo,Masculino até 68kg e Feminino até 57kg - Quartas e Semis
WP029,18/08/2016,15:10,17:50,Polo aquático,Masculino - Classificação e Semifinal
HB039,18/08/2016,15:30,17:30,Handebol,Feminino - Semifinal
WF004,18/08/2016,16:00,19:00,Luta livre,Feminino 53kg; 63kg; 75kg - Finais
DV013,18/08/2016,16:00,17:30,Saltos ornamentais,Plataforma 10m feminino - Final
HO040,18/08/2016,17:00,19:30,Hóquei sobre grama,Masculino - Final
AT013,18/08/2016,18:35,22:35,Atletismo,Masculino e Feminino - Preliminares; Semifinais; Finais
BK058,18/08/2016,19:00,21:00,Basquetebol,Feminino - Semifinal
TK006,18/08/2016,20:00,23:05,Taekwondo,Masculino até 68kg e Feminino até 57kg - Repescagens; Finais
HB040,18/08/2016,20:30,22:30,Handebol,Feminino - Semifinal
BV034,18/08/2016,22:00,01:10,Vôlei de praia,Masculino - Bronze e Final
VO040,18/08/2016,22:15,00:15,Voleibol,Feminino - Semifinais
GO007,19/08/2016,07:30,16:00,Golfe,Feminino - Volta 3
AW002,19/08/2016,08:00,13:00,Atletismo (Marcha atlética),Marcha atlética 50km masculina
BD019,19/08/2016,08:30,13:30,Badminton,Simples masculino e feminino - SF e Final; Duplas - Final
TK007,19/08/2016,09:00,13:00,Taekwondo,Masculino até 80kg e Feminino até 67kg - Preliminares
CF005,19/08/2016,09:00,10:45,Canoagem velocidade,Masculino e Feminino - Classificatórias e semifinais
WP030,19/08/2016,10:00,12:40,Polo aquático,Feminino - Classificação e Bronze
WF005,19/08/2016,10:00,13:00,Luta livre,Masculino 57kg; 74kg
ES004,19/08/2016,10:00,14:40,Hipismo saltos,Salto Individual - Final
GR001,19/08/2016,10:20,13:20,Ginástica rítmica,Competição individual geral feminina - Classificatórias
MP003,19/08/2016,12:00,18:35,Pentatlo moderno,Competição Feminina (todas as disciplinas)
HO041,19/08/2016,12:00,14:45,Hóquei sobre grama,Feminino - Bronze
SY005,19/08/2016,12:00,13:30,Nado sincronizado,Feminino - Rotina Livre por Equipes
FB035,19/08/2016,13:00,16:00,Futebol,Feminino - bronze
VO041,19/08/2016,13:00,15:00,Voleibol,Masculino - Semifinais
CB003,19/08/2016,13:30,15:45,Ciclismo BMX,Masculino e Feminino - Semifinais e Finais
MP004,19/08/2016,14:00,18:35,Pentatlo moderno,Competição Feminina (4 disciplinas)
BX025,19/08/2016,14:00,16:30,Boxe,Masculino e Feminino - Semifinais e Final
WP031,19/08/2016,14:10,17:20,Polo aquático,Feminino - Classificação e Final
AW003,19/08/2016,14:30,17:00,Atletismo (Marcha atlética),Marcha atlética 20km feminina
GR002,19/08/2016,14:50,17:50,Ginástica rítmica,Competição individual geral feminina - Classificatórias
MP005,19/08/2016,15:00,19:00,Pentatlo moderno,Competição Feminina (3 disciplinas)
TK008,19/08/2016,15:00,18:00,Taekwondo,Masculino até 80kg e Feminino até 67kg - Quartas e Semis
HB041,19/08/2016,15:30,17:30,Handebol,Masculino - Semifinal
BK059,19/08/2016,15:30,17:30,Basquetebol,Masculino - Semifinal
WF006,19/08/2016,16:00,19:00,Luta livre,Masculino 57kg; 74kg - Finais
DV014,19/08/2016,16:00,19:10,Saltos ornamentais,Plataforma 10m masculino - Preliminar
HO042,19/08/2016,17:00,19:30,Hóquei sobre grama,Feminino - Final
FB036,19/08/2016,17:30,20:00,Futebol,Feminino - ouro
BK060,19/08/2016,19:00,21:00,Basquetebol,Masculino - Semifinal
TK009,19/08/2016,20:00,23:05,Taekwondo,Masculino até 80kg e Feminino até 67kg - Repescagens; Finais
AT014,19/08/2016,20:10,22:45,Atletismo,Masculino e Feminino - Preliminares; Finais
HB042,19/08/2016,20:30,22:30,Handebol,Masculino - Semifinal
VO042,19/08/2016,22:15,00:15,Voleibol,Masculino - Semifinais
GO008,20/08/2016,07:00,15:50,Golfe,Feminino - Volta final
BD020,20/08/2016,08:30,11:00,Badminton,Simples masculino - Finais
TK010,20/08/2016,09:00,13:00,Taekwondo,Masculino +80kg e Feminino +67kg - Preliminares e Oitavas
CF006,20/08/2016,09:00,10:30,Canoagem velocidade,Masculino e Feminino - Finais
GR003,20/08/2016,10:00,11:10,Ginástica rítmica,Competição por equipes femininas - Classificatórias
WF007,20/08/2016,10:00,13:00,Luta livre,Masculino 86kg; 125kg
TR002,20/08/2016,11:00,13:30,Triatlo,Feminino - Final
DV015,20/08/2016,11:00,12:50,Saltos ornamentais,Plataforma 10m masculino - Semifinal
HB043,20/08/2016,11:30,13:30,Handebol,Feminino - Bronze
BK061,20/08/2016,11:30,13:30,Basquetebol,Feminino - Bronze
WP032,20/08/2016,11:40,14:20,Polo aquático,Masculino - Classificação e Bronze
MP006,20/08/2016,12:00,18:35,Pentatlo moderno,Competição Masculina (todas as disciplinas)
CM001,20/08/2016,12:30,14:30,Ciclismo mountain bike,Cross-country feminino - Final
GR004,20/08/2016,12:40,13:50,Ginástica rítmica,Competição por equipes femininas - Classificatórias
VO043,20/08/2016,13:00,15:00,Voleibol,Feminino - Bronze
FB037,20/08/2016,13:00,15:30,Futebol,Masculino - bronze
MP007,20/08/2016,14:00,18:35,Pentatlo moderno,Competição Masculina (4 disciplinas)
BX026,20/08/2016,14:00,15:30,Boxe,Masculino e Feminino - Finais
MP008,20/08/2016,15:00,19:00,Pentatlo moderno,Competição Masculina (3 disciplinas)
TK011,20/08/2016,15:00,18:00,Taekwondo,Masculino +80kg e Feminino +67kg - Quartas e Semifinais
GR005,20/08/2016,15:20,17:45,Ginástica rítmica,Competição individual geral feminina - Final
HB044,20/08/2016,15:30,17:45,Handebol,Feminino - Final
BK062,20/08/2016,15:30,17:50,Basquetebol,Feminino - Final
WF008,20/08/2016,16:00,19:00,Luta livre,Masculino 86kg; 125kg - Finais
WP033,20/08/2016,16:30,19:40,Polo aquático,Masculino - Classificação e Final
DV016,20/08/2016,16:30,18:10,Saltos ornamentais,Plataforma 10m masculino - Final
FB038,20/08/2016,17:30,20:00,Futebol,Masculino - ouro
TK012,20/08/2016,20:00,23:05,Taekwondo,Masculino +80kg e Feminino +67kg - Repescagens e Finais
AT015,20/08/2016,20:10,23:00,Atletismo,Masculino e Feminino - Preliminares; Finais
VO044,20/08/2016,22:15,00:30,Voleibol,Feminino - Final
WF009,21/08/2016,08:30,11:15,Luta livre,Masculino 65kg; 97kg
AM002,21/08/2016,09:30,12:15,Atletismo (Maratona),Maratona Masculina
VO045,21/08/2016,09:30,11:30,Voleibol,Masculino - Bronze
HB045,21/08/2016,10:30,12:30,Handebol,Masculino - Bronze
GR006,21/08/2016,11:00,12:45,Ginástica rítmica,Competição por equipes femininas - Final
BK063,21/08/2016,11:30,13:30,Basquetebol,Masculino - Bronze
CM002,21/08/2016,12:30,14:30,Ciclismo mountain bike,Cross-country masculino - Final
WF010,21/08/2016,12:45,15:15,Luta livre,Masculino 65kg; 97kg - Finais
VO046,21/08/2016,13:15,15:30,Voleibol,Masculino - Final
BX027,21/08/2016,14:00,16:00,Boxe,Masculino e Feminino - Finais
HB046,21/08/2016,14:00,16:15,Handebol,Masculino - Final
BK064,21/08/2016,15:45,18:05,Basquetebol,Masculino - Final
ZC001,21/08/2016,19:15,23:00,Cerimônia de Encerramento,Cerimônia de Encerramento
